symbol,status,overall_score,reasons,entry_price,buy_zone_low,buy_zone_high,stop_loss,target_price,risk_per_share,reward_risk_ratio,quantity,order_value,max_holding_days,trail_stop_trigger_price
LAURUSLABS,False,116.87,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; price below SMA20; volume surge 0.65x < 1.5x,,,,,,,,,,,
PAYTM,False,114.13,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 1.05x < 1.5x,,,,,,,,,,,
RADICO,False,112.37,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 0.36x < 1.5x,,,,,,,,,,,
COFORGE,False,111.46,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 0.59x < 1.5x,,,,,,,,,,,
LENSKART,False,111.09,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 1.32x < 1.5x,,,,,,,,,,,
DIVISLAB,False,109.89,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 0.34x < 1.5x,,,,,,,,,,,
BOSCHLTD,False,109.53,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 0.62x < 1.5x,,,,,,,,,,,
TVSMOTOR,False,109.43,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 0.84x < 1.5x,,,,,,,,,,,
KALYANKJIL,False,109.39,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 0.37x < 1.5x,,,,,,,,,,,
OFSS,False,108.65,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 0.48x < 1.5x,,,,,,,,,,,
MCX,False,108.3,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 1.32x < 1.5x,,,,,,,,,,,
MOTHERSON,False,108.2,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 0.35x < 1.5x,,,,,,,,,,,
SOLARINDS,False,108.01,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 0.63x < 1.5x,,,,,,,,,,,
FEDERALBNK,False,107.8,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 1.03x < 1.5x,,,,,,,,,,,
TITAN,False,107.72,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 0.37x < 1.5x,,,,,,,,,,,
ETERNAL,False,107.44,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 1.09x < 1.5x,,,,,,,,,,,
NAUKRI,False,107.15,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 0.28x < 1.5x,,,,,,,,,,,
