symbol,status,overall_score,reasons,entry_price,buy_zone_low,buy_zone_high,stop_loss,target_price,risk_per_share,reward_risk_ratio,quantity,order_value,max_holding_days,trail_stop_trigger_price
LAURUSLABS,False,115.78,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 1.00x < 1.5x,,,,,,,,,,,
PAYTM,False,114.28,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 0.56x < 1.5x,,,,,,,,,,,
LENSKART,False,113.3,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 0.74x < 1.5x,,,,,,,,,,,
MCX,False,112.9,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 0.51x < 1.5x,,,,,,,,,,,
COFORGE,False,110.7,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 0.95x < 1.5x,,,,,,,,,,,
DIVISLAB,False,110.61,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 1.17x < 1.5x,,,,,,,,,,,
OFSS,False,109.47,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 0.96x < 1.5x,,,,,,,,,,,
SOLARINDS,False,108.91,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 0.62x < 1.5x,,,,,,,,,,,
BHEL,False,108.89,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 0.88x < 1.5x,,,,,,,,,,,
NYKAA,False,107.68,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 1.30x < 1.5x,,,,,,,,,,,
AUROPHARMA,False,107.5,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 0.63x < 1.5x,,,,,,,,,,,
ETERNAL,False,107.42,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 0.57x < 1.5x,,,,,,,,,,,
SAIL,False,107.27,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 1.08x < 1.5x,,,,,,,,,,,
MOTHERSON,False,107.02,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; price below SMA20; volume surge 0.71x < 1.5x,,,,,,,,,,,
TITAN,False,106.96,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; price below SMA20; volume surge 0.56x < 1.5x,,,,,,,,,,,
NAUKRI,False,106.94,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; volume surge 0.78x < 1.5x,,,,,,,,,,,
KALYANKJIL,False,106.91,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; price below SMA20; volume surge 1.11x < 1.5x,,,,,,,,,,,
BAJAJ-AUTO,False,106.82,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff,,,,,,,,,,,
TMCV,False,106.52,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; price below SMA20; volume surge 1.02x < 1.5x,,,,,,,,,,,
POLICYBZR,False,106.49,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; volume surge 1.24x < 1.5x,,,,,,,,,,,
DIXON,False,106.45,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; volume surge 0.65x < 1.5x,,,,,,,,,,,
IDEA,False,106.35,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; volume surge 0.76x < 1.5x,,,,,,,,,,,
AUBANK,False,106.33,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; price below SMA20; volume surge 0.63x < 1.5x,,,,,,,,,,,
