symbol,status,overall_score,reasons,entry_price,buy_zone_low,buy_zone_high,stop_loss,target_price,risk_per_share,reward_risk_ratio,quantity,order_value,max_holding_days,trail_stop_trigger_price
LAURUSLABS,False,116.95,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter,,,,,,,,,,,
PAYTM,False,114.49,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 0.64x < 1.5x,,,,,,,,,,,
DIVISLAB,False,111.17,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 1.06x < 1.5x,,,,,,,,,,,
RADICO,False,111.17,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 0.68x < 1.5x,,,,,,,,,,,
LENSKART,False,111.02,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 1.42x < 1.5x,,,,,,,,,,,
MCX,False,110.53,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 0.72x < 1.5x,,,,,,,,,,,
BOSCHLTD,False,110.29,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 0.60x < 1.5x,,,,,,,,,,,
KALYANKJIL,False,110.01,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 1.04x < 1.5x,,,,,,,,,,,
SOLARINDS,False,109.97,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 1.32x < 1.5x,,,,,,,,,,,
TVSMOTOR,False,109.32,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 0.92x < 1.5x,,,,,,,,,,,
COFORGE,False,108.96,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 0.87x < 1.5x,,,,,,,,,,,
BHEL,False,108.36,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter,,,,,,,,,,,
OFSS,False,108.04,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 1.46x < 1.5x,,,,,,,,,,,
TITAN,False,107.98,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 1.25x < 1.5x,,,,,,,,,,,
NYKAA,False,107.91,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 0.23x < 1.5x,,,,,,,,,,,
MOTILALOFS,False,107.75,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter,,,,,,,,,,,
IDEA,False,107.55,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 1.05x < 1.5x,,,,,,,,,,,
MOTHERSON,False,106.78,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 0.59x < 1.5x,,,,,,,,,,,
ETERNAL,False,106.66,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 1.38x < 1.5x,,,,,,,,,,,
ABCAPITAL,False,106.52,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 0.39x < 1.5x,,,,,,,,,,,
LTF,False,106.44,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; volume surge 0.75x < 1.5x,,,,,,,,,,,
APLAPOLLO,False,106.25,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; volume surge 0.81x < 1.5x,,,,,,,,,,,
TMCV,False,106.14,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; volume surge 1.09x < 1.5x,,,,,,,,,,,
AUBANK,False,106.11,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; volume surge 0.35x < 1.5x,,,,,,,,,,,
ADANIENSOL,False,105.74,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff,,,,,,,,,,,
TORNTPHARM,False,105.73,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; volume surge 0.72x < 1.5x,,,,,,,,,,,
HYUNDAI,False,105.68,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; volume surge 0.98x < 1.5x,,,,,,,,,,,
ASHOKLEY,False,105.62,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; volume surge 0.71x < 1.5x,,,,,,,,,,,
SHRIRAMFIN,False,105.62,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; price below SMA20; volume surge 1.05x < 1.5x,,,,,,,,,,,
FEDERALBNK,False,105.6,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; price below SMA20; volume surge 0.95x < 1.5x,,,,,,,,,,,
POLICYBZR,False,105.51,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff,,,,,,,,,,,
ZYDUSLIFE,False,105.48,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff,,,,,,,,,,,
DIXON,False,105.48,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; volume surge 0.69x < 1.5x,,,,,,,,,,,
GLENMARK,False,105.47,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; volume surge 0.94x < 1.5x,,,,,,,,,,,
BAJFINANCE,False,105.42,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; price below SMA20; volume surge 0.68x < 1.5x,,,,,,,,,,,
NAUKRI,False,105.25,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; volume surge 0.51x < 1.5x,,,,,,,,,,,
KEI,False,105.19,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; price below SMA20; volume surge 0.40x < 1.5x,,,,,,,,,,,
EICHERMOT,False,105.12,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; volume surge 0.44x < 1.5x,,,,,,,,,,,
SAIL,False,105.0,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff,,,,,,,,,,,
TATACAP,False,104.99,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; volume surge 0.92x < 1.5x,,,,,,,,,,,
UNIONBANK,False,104.91,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; volume surge 0.61x < 1.5x,,,,,,,,,,,
AUROPHARMA,False,104.9,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; volume surge 0.72x < 1.5x,,,,,,,,,,,
CHOLAFIN,False,104.88,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; price below SMA20; volume surge 0.79x < 1.5x,,,,,,,,,,,
HAL,False,104.71,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; volume surge 0.31x < 1.5x,,,,,,,,,,,
NATIONALUM,False,104.69,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; volume surge 0.33x < 1.5x,,,,,,,,,,,
M&MFIN,False,104.45,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; price below SMA20; volume surge 0.54x < 1.5x,,,,,,,,,,,
MAZDOCK,False,104.4,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; volume surge 0.50x < 1.5x,,,,,,,,,,,
SIEMENS,False,104.34,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; volume surge 0.98x < 1.5x,,,,,,,,,,,
BAJAJ-AUTO,False,104.28,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; volume surge 0.73x < 1.5x,,,,,,,,,,,
JSWSTEEL,False,104.26,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; volume surge 1.13x < 1.5x,,,,,,,,,,,
HEROMOTOCO,False,104.2,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; price below SMA20; volume surge 0.64x < 1.5x,,,,,,,,,,,
