symbol,status,overall_score,reasons,entry_price,buy_zone_low,buy_zone_high,stop_loss,target_price,risk_per_share,reward_risk_ratio,quantity,order_value,max_holding_days,trail_stop_trigger_price
LAURUSLABS,False,117.67,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 0.59x < 1.5x,,,,,,,,,,,
PAYTM,False,113.31,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 1.01x < 1.5x,,,,,,,,,,,
RADICO,False,112.57,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 0.85x < 1.5x,,,,,,,,,,,
LENSKART,False,110.68,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 0.92x < 1.5x,,,,,,,,,,,
COFORGE,False,110.62,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 1.16x < 1.5x,,,,,,,,,,,
TVSMOTOR,False,110.34,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 0.41x < 1.5x,,,,,,,,,,,
BOSCHLTD,False,110.22,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 0.99x < 1.5x,,,,,,,,,,,
DIVISLAB,False,109.85,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 0.37x < 1.5x,,,,,,,,,,,
OFSS,False,109.3,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 0.76x < 1.5x,,,,,,,,,,,
MOTHERSON,False,108.44,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 0.51x < 1.5x,,,,,,,,,,,
KALYANKJIL,False,108.43,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; price below SMA20; volume surge 0.27x < 1.5x,,,,,,,,,,,
ETERNAL,False,107.82,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 1.25x < 1.5x,,,,,,,,,,,
FEDERALBNK,False,107.8,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; price below SMA20; volume surge 1.02x < 1.5x,,,,,,,,,,,
NAUKRI,False,107.68,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 0.58x < 1.5x,,,,,,,,,,,
SOLARINDS,False,107.64,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 0.67x < 1.5x,,,,,,,,,,,
TITAN,False,107.54,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 0.64x < 1.5x,,,,,,,,,,,
MCX,False,107.5,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter,,,,,,,,,,,
NYKAA,False,106.83,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 1.03x < 1.5x,,,,,,,,,,,
TMCV,False,106.65,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 0.85x < 1.5x,,,,,,,,,,,
EXIDEIND,False,106.36,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 0.37x < 1.5x,,,,,,,,,,,
ABCAPITAL,False,106.21,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; volume surge 1.39x < 1.5x,,,,,,,,,,,
LTF,False,106.2,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; volume surge 0.59x < 1.5x,,,,,,,,,,,
AUBANK,False,106.18,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff,,,,,,,,,,,
BHEL,False,106.15,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; price below SMA20; volume surge 0.56x < 1.5x,,,,,,,,,,,
CHOLAFIN,False,106.07,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; volume surge 0.41x < 1.5x,,,,,,,,,,,
KEI,False,105.99,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; volume surge 0.61x < 1.5x,,,,,,,,,,,
SHRIRAMFIN,False,105.96,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; volume surge 0.63x < 1.5x,,,,,,,,,,,
HEROMOTOCO,False,105.88,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; volume surge 0.40x < 1.5x,,,,,,,,,,,
TORNTPHARM,False,105.78,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; volume surge 0.47x < 1.5x,,,,,,,,,,,
DIXON,False,105.72,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff,,,,,,,,,,,
APLAPOLLO,False,105.72,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; volume surge 0.63x < 1.5x,,,,,,,,,,,
HYUNDAI,False,105.65,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; volume surge 0.76x < 1.5x,,,,,,,,,,,
LODHA,False,105.53,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; volume surge 0.40x < 1.5x,,,,,,,,,,,
EICHERMOT,False,105.35,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; volume surge 0.66x < 1.5x,,,,,,,,,,,
BAJFINANCE,False,105.33,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; volume surge 0.74x < 1.5x,,,,,,,,,,,
BAJAJ-AUTO,False,105.29,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; volume surge 0.57x < 1.5x,,,,,,,,,,,
