symbol,status,overall_score,reasons,entry_price,buy_zone_low,buy_zone_high,stop_loss,target_price,risk_per_share,reward_risk_ratio,quantity,order_value,max_holding_days,trail_stop_trigger_price
LAURUSLABS,False,120.2,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 0.81x < 1.5x,,,,,,,,,,,
PAYTM,False,119.58,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter,,,,,,,,,,,
LENSKART,False,115.74,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 0.58x < 1.5x,,,,,,,,,,,
DIVISLAB,False,114.18,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter,,,,,,,,,,,
MCX,False,112.14,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; price below SMA20; volume surge 0.93x < 1.5x,,,,,,,,,,,
COFORGE,False,109.8,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; price below SMA20; volume surge 1.34x < 1.5x,,,,,,,,,,,
BAJAJ-AUTO,False,108.74,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; price below SMA20; volume surge 1.41x < 1.5x,,,,,,,,,,,
NYKAA,False,108.71,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; price below SMA20; price below SMA50; volume surge 1.13x < 1.5x,,,,,,,,,,,
IDEA,False,108.61,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; price below SMA20; volume surge 0.76x < 1.5x,,,,,,,,,,,
ETERNAL,False,108.27,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; price below SMA20; volume surge 0.33x < 1.5x,,,,,,,,,,,
AUROPHARMA,False,108.15,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; price below SMA20; volume surge 0.71x < 1.5x,,,,,,,,,,,
OFSS,False,108.14,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; price below SMA20; price below SMA50; volume surge 1.11x < 1.5x,,,,,,,,,,,
IDFCFIRSTB,False,108.09,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; price below SMA20; volume surge 0.93x < 1.5x,,,,,,,,,,,
POLICYBZR,False,107.91,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter,,,,,,,,,,,
KOTAKBANK,False,107.79,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; price below SMA20; volume surge 0.86x < 1.5x,,,,,,,,,,,
KALYANKJIL,False,107.32,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; price below SMA20; price below SMA50; volume surge 0.88x < 1.5x,,,,,,,,,,,
MOTHERSON,False,107.02,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; price below SMA20; volume surge 0.85x < 1.5x,,,,,,,,,,,
YESBANK,False,106.6,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff,,,,,,,,,,,
OIL,False,106.41,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; volume surge 0.60x < 1.5x,,,,,,,,,,,
PNB,False,106.13,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff,,,,,,,,,,,
HYUNDAI,False,106.01,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; price below SMA20; volume surge 1.11x < 1.5x,,,,,,,,,,,
BHEL,False,105.97,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; price below SMA20; price below SMA50; volume surge 1.16x < 1.5x,,,,,,,,,,,
FEDERALBNK,False,105.58,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; price below SMA20; price below SMA50; volume surge 0.58x < 1.5x,,,,,,,,,,,
TITAN,False,105.53,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; price below SMA20; price below SMA50; volume surge 0.80x < 1.5x,,,,,,,,,,,
PERSISTENT,False,105.45,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; price below SMA20; volume surge 0.81x < 1.5x,,,,,,,,,,,
TVSMOTOR,False,105.26,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; price below SMA20; price below SMA50; volume surge 0.53x < 1.5x,,,,,,,,,,,
SOLARINDS,False,104.88,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; price below SMA20; price below SMA50,,,,,,,,,,,
ADANIPORTS,False,104.83,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; price below SMA50; volume surge 0.44x < 1.5x,,,,,,,,,,,
GVT&D,False,104.51,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; price below SMA20; price below SMA50; volume surge 0.72x < 1.5x,,,,,,,,,,,
AUBANK,False,104.3,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; price below SMA20; price below SMA50; volume surge 0.71x < 1.5x,,,,,,,,,,,
ADANIPOWER,False,103.97,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; price below SMA20; price below SMA50; volume surge 0.60x < 1.5x,,,,,,,,,,,
GROWW,False,103.92,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; price below SMA20; price below SMA50,,,,,,,,,,,
SAIL,False,103.92,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; price below SMA20; price below SMA50; volume surge 0.40x < 1.5x,,,,,,,,,,,
LTF,False,103.9,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; price below SMA20; price below SMA50; volume surge 0.51x < 1.5x,,,,,,,,,,,
