symbol,status,overall_score,reasons,entry_price,buy_zone_low,buy_zone_high,stop_loss,target_price,risk_per_share,reward_risk_ratio,quantity,order_value,max_holding_days,trail_stop_trigger_price
LAURUSLABS,False,120.99,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 0.42x < 1.5x,,,,,,,,,,,
PAYTM,False,117.41,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 0.29x < 1.5x,,,,,,,,,,,
LENSKART,False,114.52,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 0.47x < 1.5x,,,,,,,,,,,
DIVISLAB,False,114.02,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 0.59x < 1.5x,,,,,,,,,,,
SOLARINDS,False,109.94,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; price below SMA20,,,,,,,,,,,
MCX,False,109.94,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; price below SMA20; volume surge 0.60x < 1.5x,,,,,,,,,,,
BHEL,False,109.93,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; price below SMA20; volume surge 0.72x < 1.5x,,,,,,,,,,,
ETERNAL,False,109.8,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 0.69x < 1.5x,,,,,,,,,,,
NYKAA,False,109.66,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; price below SMA20; volume surge 0.48x < 1.5x,,,,,,,,,,,
IDEA,False,108.38,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; price below SMA20; volume surge 1.26x < 1.5x,,,,,,,,,,,
AUROPHARMA,False,108.32,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 1.13x < 1.5x,,,,,,,,,,,
ADANIPORTS,False,108.11,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 0.34x < 1.5x,,,,,,,,,,,
COFORGE,False,107.77,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; price below SMA20; volume surge 0.47x < 1.5x,,,,,,,,,,,
GVT&D,False,107.1,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; price below SMA20; volume surge 0.61x < 1.5x,,,,,,,,,,,
IDFCFIRSTB,False,106.72,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; price below SMA20; volume surge 0.44x < 1.5x,,,,,,,,,,,
KALYANKJIL,False,106.71,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; price below SMA20; price below SMA50; volume surge 0.45x < 1.5x,,,,,,,,,,,
MOTHERSON,False,106.56,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; price below SMA20; volume surge 0.75x < 1.5x,,,,,,,,,,,
APOLLOHOSP,False,106.22,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; volume surge 1.37x < 1.5x,,,,,,,,,,,
CGPOWER,False,105.79,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; volume surge 0.89x < 1.5x,,,,,,,,,,,
NAUKRI,False,105.69,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; volume surge 1.06x < 1.5x,,,,,,,,,,,
HINDZINC,False,105.5,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; price below SMA20; volume surge 0.71x < 1.5x,,,,,,,,,,,
HAL,False,105.34,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; price below SMA20; volume surge 0.71x < 1.5x,,,,,,,,,,,
KOTAKBANK,False,105.28,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; price below SMA20; volume surge 0.31x < 1.5x,,,,,,,,,,,
POLICYBZR,False,105.21,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; price below SMA20; volume surge 0.61x < 1.5x,,,,,,,,,,,
PNB,False,105.19,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; volume surge 0.73x < 1.5x,,,,,,,,,,,
YESBANK,False,104.95,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; volume surge 0.53x < 1.5x,,,,,,,,,,,
COALINDIA,False,104.8,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff,,,,,,,,,,,
TITAN,False,104.67,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; price below SMA20; price below SMA50,,,,,,,,,,,
TVSMOTOR,False,104.53,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; price below SMA20; price below SMA50; volume surge 0.63x < 1.5x,,,,,,,,,,,
ADANIENT,False,104.45,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; price below SMA50; volume surge 0.38x < 1.5x,,,,,,,,,,,
MAXHEALTH,False,104.42,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; volume surge 0.64x < 1.5x,,,,,,,,,,,
ADANIPOWER,False,104.31,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; price below SMA20; price below SMA50; volume surge 0.58x < 1.5x,,,,,,,,,,,
LTF,False,104.28,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; price below SMA20; price below SMA50; volume surge 0.73x < 1.5x,,,,,,,,,,,
INDHOTEL,False,104.2,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; volume surge 0.72x < 1.5x,,,,,,,,,,,
BAJAJ-AUTO,False,104.05,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; price below SMA20; price below SMA50; volume surge 0.73x < 1.5x,,,,,,,,,,,
JINDALSTEL,False,104.01,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; price below SMA20; volume surge 1.23x < 1.5x,,,,,,,,,,,
LGEINDIA,False,103.98,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; volume surge 0.87x < 1.5x,,,,,,,,,,,
DLF,False,103.92,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff,,,,,,,,,,,
OFSS,False,103.03,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; price below SMA20; price below SMA50; volume surge 1.00x < 1.5x,,,,,,,,,,,
LODHA,False,102.55,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; price below SMA20; price below SMA50; volume surge 0.41x < 1.5x,,,,,,,,,,,
FEDERALBNK,False,102.34,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; price below SMA20; price below SMA50; volume surge 1.14x < 1.5x,,,,,,,,,,,
TMCV,False,102.34,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; price below SMA20; price below SMA50; volume surge 0.69x < 1.5x,,,,,,,,,,,
AUBANK,False,102.34,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; price below SMA20; price below SMA50; volume surge 0.57x < 1.5x,,,,,,,,,,,
GROWW,False,102.31,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; price below SMA20; price below SMA50; volume surge 0.28x < 1.5x,,,,,,,,,,,
ADANIGREEN,False,102.27,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; price below SMA50; volume surge 0.32x < 1.5x,,,,,,,,,,,
