symbol,status,overall_score,reasons,entry_price,buy_zone_low,buy_zone_high,stop_loss,target_price,risk_per_share,reward_risk_ratio,quantity,order_value,max_holding_days,trail_stop_trigger_price
LAURUSLABS,False,116.56,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 1.14x < 1.5x,,,,,,,,,,,
PAYTM,False,113.46,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 0.35x < 1.5x,,,,,,,,,,,
DIVISLAB,False,111.45,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter,,,,,,,,,,,
MCX,False,111.43,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 0.47x < 1.5x,,,,,,,,,,,
COFORGE,False,110.85,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter,,,,,,,,,,,
LENSKART,False,110.04,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 0.73x < 1.5x,,,,,,,,,,,
SOLARINDS,False,109.06,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 0.87x < 1.5x,,,,,,,,,,,
OFSS,False,108.38,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter,,,,,,,,,,,
KALYANKJIL,False,108.19,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 0.60x < 1.5x,,,,,,,,,,,
BHEL,False,107.73,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 0.75x < 1.5x,,,,,,,,,,,
NYKAA,False,107.63,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 0.25x < 1.5x,,,,,,,,,,,
