symbol,status,overall_score,reasons,entry_price,buy_zone_low,buy_zone_high,stop_loss,target_price,risk_per_share,reward_risk_ratio,quantity,order_value,max_holding_days,trail_stop_trigger_price
LAURUSLABS,False,117.66,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 0.64x < 1.5x,,,,,,,,,,,
RADICO,False,113.32,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 0.54x < 1.5x,,,,,,,,,,,
PAYTM,False,112.67,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 1.22x < 1.5x,,,,,,,,,,,
TVSMOTOR,False,110.89,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 0.37x < 1.5x,,,,,,,,,,,
BOSCHLTD,False,110.59,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 1.11x < 1.5x,,,,,,,,,,,
DIVISLAB,False,110.17,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 0.33x < 1.5x,,,,,,,,,,,
LENSKART,False,110.04,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 1.33x < 1.5x,,,,,,,,,,,
KALYANKJIL,False,109.29,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; price below SMA20; volume surge 0.34x < 1.5x,,,,,,,,,,,
COFORGE,False,109.21,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 0.79x < 1.5x,,,,,,,,,,,
FEDERALBNK,False,108.78,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 0.50x < 1.5x,,,,,,,,,,,
MOTHERSON,False,108.66,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 0.69x < 1.5x,,,,,,,,,,,
OFSS,False,108.15,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 0.57x < 1.5x,,,,,,,,,,,
TITAN,False,108.01,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 0.44x < 1.5x,,,,,,,,,,,
SOLARINDS,False,107.97,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 1.42x < 1.5x,,,,,,,,,,,
NAUKRI,False,107.77,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 0.38x < 1.5x,,,,,,,,,,,
BHEL,False,107.34,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 0.70x < 1.5x,,,,,,,,,,,
POWERINDIA,False,107.32,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 1.35x < 1.5x,,,,,,,,,,,
NYKAA,False,107.15,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; price below SMA20; volume surge 0.86x < 1.5x,,,,,,,,,,,
M&MFIN,False,107.12,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; price below SMA20; volume surge 0.61x < 1.5x,,,,,,,,,,,
ETERNAL,False,107.08,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 0.91x < 1.5x,,,,,,,,,,,
TMCV,False,106.96,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; volume surge 0.75x < 1.5x,,,,,,,,,,,
LTF,False,106.82,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff,,,,,,,,,,,
KEI,False,106.57,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; volume surge 0.60x < 1.5x,,,,,,,,,,,
EXIDEIND,False,106.54,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; price below SMA20; volume surge 0.33x < 1.5x,,,,,,,,,,,
HEROMOTOCO,False,106.36,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; volume surge 0.43x < 1.5x,,,,,,,,,,,
MCX,False,106.31,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; volume surge 1.36x < 1.5x,,,,,,,,,,,
