symbol,status,overall_score,reasons,entry_price,buy_zone_low,buy_zone_high,stop_loss,target_price,risk_per_share,reward_risk_ratio,quantity,order_value,max_holding_days,trail_stop_trigger_price
LAURUSLABS,False,118.9,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 0.64x < 1.5x,,,,,,,,,,,
PAYTM,False,116.5,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter,,,,,,,,,,,
LENSKART,False,115.21,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 0.31x < 1.5x,,,,,,,,,,,
SOLARINDS,False,113.53,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 1.01x < 1.5x,,,,,,,,,,,
DIVISLAB,False,112.36,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 1.16x < 1.5x,,,,,,,,,,,
MCX,False,111.23,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 0.73x < 1.5x,,,,,,,,,,,
NYKAA,False,110.94,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 0.93x < 1.5x,,,,,,,,,,,
IDEA,False,110.02,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 1.23x < 1.5x,,,,,,,,,,,
OFSS,False,109.76,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; price below SMA20; volume surge 1.17x < 1.5x,,,,,,,,,,,
BHEL,False,109.7,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 0.96x < 1.5x,,,,,,,,,,,
KALYANKJIL,False,109.55,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; price below SMA20; volume surge 0.75x < 1.5x,,,,,,,,,,,
COFORGE,False,109.44,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; price below SMA20; volume surge 1.06x < 1.5x,,,,,,,,,,,
ETERNAL,False,108.12,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; price below SMA20; volume surge 0.63x < 1.5x,,,,,,,,,,,
ADANIENT,False,107.65,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 0.86x < 1.5x,,,,,,,,,,,
GVT&D,False,107.25,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 0.58x < 1.5x,,,,,,,,,,,
AUROPHARMA,False,107.2,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; volume surge 0.61x < 1.5x,,,,,,,,,,,
BAJAJ-AUTO,False,107.15,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; price below SMA20; volume surge 0.97x < 1.5x,,,,,,,,,,,
TITAN,False,107.14,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; price below SMA20; volume surge 0.82x < 1.5x,,,,,,,,,,,
ADANIPORTS,False,106.92,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; volume surge 0.68x < 1.5x,,,,,,,,,,,
MOTHERSON,False,106.89,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; price below SMA20; volume surge 1.20x < 1.5x,,,,,,,,,,,
GROWW,False,106.89,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; volume surge 0.64x < 1.5x,,,,,,,,,,,
TVSMOTOR,False,106.68,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; price below SMA20; volume surge 0.53x < 1.5x,,,,,,,,,,,
IDFCFIRSTB,False,106.47,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; volume surge 0.95x < 1.5x,,,,,,,,,,,
