symbol,status,overall_score,reasons,entry_price,buy_zone_low,buy_zone_high,stop_loss,target_price,risk_per_share,reward_risk_ratio,quantity,order_value,max_holding_days,trail_stop_trigger_price
LAURUSLABS,False,116.88,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; price below SMA20; volume surge 0.65x < 1.5x,,,,,,,,,,,
PAYTM,False,114.1,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 1.05x < 1.5x,,,,,,,,,,,
RADICO,False,112.39,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 0.36x < 1.5x,,,,,,,,,,,
COFORGE,False,111.42,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 0.59x < 1.5x,,,,,,,,,,,
LENSKART,False,111.08,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 1.32x < 1.5x,,,,,,,,,,,
TVSMOTOR,False,110.2,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 0.41x < 1.5x,,,,,,,,,,,
BOSCHLTD,False,110.06,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 0.99x < 1.5x,,,,,,,,,,,
DIVISLAB,False,109.89,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 0.34x < 1.5x,,,,,,,,,,,
KALYANKJIL,False,109.4,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 0.37x < 1.5x,,,,,,,,,,,
OFSS,False,108.68,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 0.48x < 1.5x,,,,,,,,,,,
MCX,False,108.32,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 1.32x < 1.5x,,,,,,,,,,,
MOTHERSON,False,108.2,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 0.35x < 1.5x,,,,,,,,,,,
FEDERALBNK,False,107.84,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 1.03x < 1.5x,,,,,,,,,,,
TITAN,False,107.74,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 0.37x < 1.5x,,,,,,,,,,,
NAUKRI,False,107.54,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 0.58x < 1.5x,,,,,,,,,,,
ETERNAL,False,107.44,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 1.09x < 1.5x,,,,,,,,,,,
SOLARINDS,False,107.44,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 0.67x < 1.5x,,,,,,,,,,,
NYKAA,False,107.07,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 0.97x < 1.5x,,,,,,,,,,,
POWERINDIA,False,107.04,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 0.75x < 1.5x,,,,,,,,,,,
AUBANK,False,106.62,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; volume surge 1.20x < 1.5x,,,,,,,,,,,
SHRIRAMFIN,False,106.6,market regime filter: Nifty 50 is below its 200-day average — no new entries tonight; fails ★ Recommended fundamental filter; score below top 10% cutoff; volume surge 0.53x < 1.5x,,,,,,,,,,,
